,POC,BussinessSegment,totalVolumen,SkuDistintosPromediosXOrden,SkuDistintosToTales,concentracion,nse,segmentoUnico,canal
19230,434933,MediumUsage,2.7041,6.4,16,Alto,Medio,4.Activos,Tradicional
19239,439940,MediumUsage,1.3137,2.75,17,Alto,S/D,1.Inactivos,Tradicional
19243,440726,PowerUsage,14.250740000000002,8.4375,49,Alto,Medio,5.Select,Tradicional
19244,441449,HighUsage,346.19859999999994,2.2143,39,Alto,Medio,5.Select,Tradicional
19262,450790,MediumUsage,30.73808,10.4231,46,Alto,S/D,1.Inactivos,Tradicional
19268,452403,HighUsage,25.86606,5.0333,70,Medio,S/D,4.Activos,Autoservicio
19309,110772,MediumUsage,5.31534,3.2727,21,Alto,Medio,4.Activos,Tradicional
19312,121129,HighUsage,3.15102,3.7727,19,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
19325,317562,HighUsage,4.19298,2.2778,8,Alto,Bajo,1.Inactivos,Tradicional
19331,339100,MediumUsage,1.26674,4.6667,7,Medio,S/D,1.Inactivos,Tradicional
19338,358168,PowerUsage,14.16004,3.2059,24,Bajo,Medio,4.Activos,Tradicional
19361,396244,MinimalUsage,15.75,4.0,7,Medio,Bajo,4.Activos,ENTRETENIMIENTO
19365,40170,HighUsage,2.32034,7.9,35,Medio,S/D,3.Potenciales,COMIDA
19368,404875,MediumUsage,0.87714,1.5833,6,Medio,Medio,4.Activos,Tradicional
19371,407738,MinimalUsage,0.8700000000000001,5.0,6,Medio,Medio,1.Inactivos,Tradicional
19376,411590,HighUsage,29.85532,11.0952,87,Alto,S/D,5.Select,Tradicional
19384,418121,MinimalUsage,0.80946,3.0,6,Medio,Medio,,KA Minoristas
19388,419369,HighUsage,21.42518,12.2222,105,Alto,Medio,5.Select,Tradicional
19390,425022,PowerUsage,9.2016,10.5,31,Alto,Medio,5.Select,Tradicional
19394,428227,MediumUsage,32.26262,6.9833,53,Bajo,Medio,4.Activos,Autoservicio
19409,438294,HighUsage,1.72304,4.8571,15,Medio,Medio,4.Activos,Tradicional
19410,438634,PowerUsage,18.944,6.3824,41,Medio,Medio,4.Activos,Tradicional
19412,439076,HighUsage,2.66688,4.8,18,Alto,Medio,1.Inactivos,Tradicional
19441,455593,MinimalUsage,3.1968,13.5,20,Alto,Medio,4.Activos,COMIDA
19453,45890,PowerUsage,2.7125000000000004,4.1667,14,Medio,S/D,5.Select,Tradicional
19457,459446,MinimalUsage,3.7656,2.8571,6,S/D,S/D,2.Masivos,COMIDA
19458,459611,MediumUsage,7.92674,7.875,31,S/D,S/D,1.Inactivos,Tradicional
19466,91486,HighUsage,13.93486,7.0357,47,Alto,Medio,4.Activos,Kioscos/Maxikioscos
19468,116582,HighUsage,4.45308,3.0,13,Medio,Bajo,1.Inactivos,Tradicional
19473,169223,PowerUsage,12.89628,6.3409,71,Medio,Medio,5.Select,Tradicional
19477,180050,MediumUsage,1.2966,3.9,10,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
19498,365175,MediumUsage,14.87472,7.7727,19,Alto,Medio,4.Activos,BEBIDA
19504,369182,MinimalUsage,11.78244,5.9444,28,Alto,Medio,1.Inactivos,Tradicional
19513,392785,MinimalUsage,3.42,7.3333,11,Bajo,Medio,2.Masivos,ENTRETENIMIENTO
19525,40735,HighUsage,5.4222600000000005,3.6667,20,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
19534,419736,PowerUsage,4.90228,6.4167,25,Medio,Medio,5.Select,Tradicional
19535,419827,MediumUsage,1.48714,5.8,14,Medio,S/D,1.Inactivos,Tradicional
19539,421455,HighUsage,9.37686,6.0556,35,Medio,Bajo,5.Select,Kioscos/Maxikioscos
19548,425339,PowerUsage,16.3839,15.65,76,Alto,Medio,5.Select,Tradicional
19552,425792,MinimalUsage,4.02,3.8,10,Alto,Medio,2.Masivos,ENTRETENIMIENTO
19561,431440,MediumUsage,67.00816,12.5217,82,Alto,S/D,4.Activos,Kioscos/Maxikioscos
19566,433277,MediumUsage,0.48,2.0,3,Alto,Medio,1.Inactivos,Tradicional
19569,433962,PowerUsage,67.84904000000002,8.6875,132,Alto,Medio,5.Select,Tradicional
19572,435753,MinimalUsage,2.98314,4.125,14,Medio,Medio,1.Inactivos,Tradicional
19578,438441,MediumUsage,4.1106,5.25,18,Alto,Medio,1.Inactivos,Tradicional
19584,444024,MediumUsage,3.9994400000000008,9.45,31,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
19588,445955,PowerUsage,14.39806,5.8182,41,Alto,Medio,4.Activos,Tradicional
19597,451419,PowerUsage,2.5352999999999994,7.1,37,Alto,S/D,5.Select,Kioscos/Maxikioscos
19602,452950,HighUsage,0.1609799999999999,1.5,6,Alto,S/D,,
19604,455885,MediumUsage,8.609079999999999,10.9167,41,Alto,Medio,2.Masivos,Tradicional
19606,456718,HighUsage,4.191660000000001,5.2857,11,S/D,S/D,1.Inactivos,Tradicional
19609,457022,HighUsage,26.30714,13.6176,94,Alto,Medio,5.Select,Tradicional
19619,458956,MinimalUsage,3.3528,7.0,7,S/D,S/D,3.Potenciales,BEBIDA
19640,164255,PowerUsage,6.16472,3.1944,25,Medio,Bajo,4.Activos,Tradicional
19649,308794,PowerUsage,29.79464,8.9375,24,Alto,Medio,4.Activos,BEBIDA
19650,314965,MediumUsage,40.8229,6.7692,27,Alto,Medio,4.Activos,BEBIDA
19655,336436,HighUsage,1.02574,3.3333,15,Alto,Bajo,4.Activos,Tradicional
19664,367812,MediumUsage,7.09924,4.8889,28,Alto,S/D,4.Activos,Kioscos/Maxikioscos
19669,377379,PowerUsage,24.64996,9.5,63,Alto,Medio,5.Select,Tradicional
19670,381982,MediumUsage,1.23732,3.375,12,Alto,Medio,4.Activos,Tradicional
19672,388307,MediumUsage,18.7066,14.8824,75,Alto,Medio,4.Activos,Tradicional
19675,391343,MediumUsage,3.2827,4.6,14,Medio,Medio,4.Activos,Tradicional
19676,393124,MediumUsage,16.18092,8.2,14,Alto,Medio,2.Masivos,BEBIDA
19679,397800,PowerUsage,0.8669199999999999,2.0625,10,Alto,S/D,4.Activos,Tradicional
19683,408143,MediumUsage,7.742100000000001,11.3,51,Alto,Medio,2.Masivos,Tradicional
19697,417075,MinimalUsage,0.44838,6.0,6,Medio,Medio,1.Inactivos,Tradicional
19703,419975,HighUsage,0.66906,3.2,10,Bajo,Medio,4.Activos,Tradicional
19720,430573,PowerUsage,6.26218,6.15,29,Alto,S/D,4.Activos,Tradicional
19737,445970,HighUsage,8.7309,5.3636,20,Alto,S/D,2.Masivos,Tradicional
19740,446607,HighUsage,3.4163,11.25,34,Alto,Medio,2.Masivos,Tradicional
19744,450819,PowerUsage,26.340699999999995,9.5625,89,Alto,Medio,5.Select,Tradicional
19746,452194,HighUsage,0.89886,2.75,11,Medio,S/D,1.Inactivos,Tradicional
19754,454621,MediumUsage,9.6036,4.2,13,Alto,Medio,4.Activos,Tradicional
19758,455942,HighUsage,6.217900000000001,8.0,45,Alto,Medio,4.Activos,Tradicional
19759,456192,MinimalUsage,0.45,4.0,4,S/D,S/D,2.Masivos,BEBIDA
19771,460119,MinimalUsage,4.52766,9.0,23,S/D,S/D,1.Inactivos,Kioscos/Maxikioscos
19772,490025,MediumUsage,1.62466,4.0,19,Medio,S/D,1.Inactivos,Kioscos/Maxikioscos
19793,180178,MediumUsage,3.141140000000001,3.3333,27,Alto,Medio,4.Activos,Tradicional
19805,320987,PowerUsage,14.26362,3.35,22,Medio,Bajo,4.Activos,Tradicional
19823,366713,PowerUsage,8.49508,4.9545,26,Medio,Bajo,4.Activos,Tradicional
19827,367316,MediumUsage,2.93696,5.125,26,Alto,Bajo,1.Inactivos,Tradicional
19835,37268,MediumUsage,0.38838,2.1667,8,Medio,Medio,1.Inactivos,COMIDA
19836,372787,PowerUsage,27.283800000000003,4.25,61,Alto,Medio,4.Activos,Autoservicio
19848,395972,MinimalUsage,2.88,5.0,9,Alto,Medio,2.Masivos,ENTRETENIMIENTO
19852,403937,MediumUsage,4.4049,7.2,28,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
19857,408353,HighUsage,7.51556,5.0333,40,Alto,Medio,2.Masivos,Tradicional
19860,410473,MinimalUsage,4.875,4.0,10,Alto,Medio,1.Inactivos,Tradicional
19863,413163,PowerUsage,41.19996,3.675,48,Alto,Medio,4.Activos,Autoservicio
19864,413631,MediumUsage,8.105839999999999,5.4444,19,Alto,Medio,4.Activos,COMIDA
19884,428890,MinimalUsage,0.9933,4.0,9,Alto,S/D,1.Inactivos,Tradicional
19886,429467,MinimalUsage,0.77054,11.5,18,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
19889,429663,HighUsage,27.81814,10.1667,59,Medio,Medio,4.Activos,COMIDA
19896,434877,MinimalUsage,0.44228,3.75,15,Alto,Medio,,
19913,445323,HighUsage,0.7263799999999999,1.75,7,Medio,Bajo,4.Activos,Tradicional
19916,445763,PowerUsage,16.139039999999998,5.6,42,Alto,Medio,4.Activos,Kioscos/Maxikioscos
19921,447675,PowerUsage,4.09218,6.0909,31,Medio,Medio,4.Activos,Tradicional
19929,450592,PowerUsage,10.61158,12.125,58,Medio,Medio,5.Select,Tradicional
19944,456751,MediumUsage,4.825100000000001,3.6667,9,S/D,S/D,1.Inactivos,Tradicional
19950,457908,HighUsage,2.33836,5.3333,16,S/D,S/D,4.Activos,Tradicional
19953,458537,MinimalUsage,3.1326,5.0,12,S/D,S/D,2.Masivos,COMIDA
19979,25285,MediumUsage,5.01188,4.5357,26,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
19982,309204,HighUsage,3.28674,6.0,22,Medio,Medio,2.Masivos,Tradicional
19984,312837,PowerUsage,8.83846,6.8636,33,Medio,Bajo,2.Masivos,Tradicional
19989,323563,HighUsage,1.5997600000000003,4.25,10,Medio,Medio,4.Activos,Tradicional
19990,328051,HighUsage,4.67868,9.3125,46,Alto,Medio,5.Select,Tradicional
20007,366998,PowerUsage,54.20304,5.439,79,Alto,Medio,5.Select,Tradicional
20010,372827,MinimalUsage,0.9573200000000002,6.3333,12,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
20012,373590,MinimalUsage,1.44,2.0,2,Medio,S/D,2.Masivos,Kioscos/Maxikioscos
20015,380628,MinimalUsage,1.1425,3.5,9,Alto,Bajo,4.Activos,Tradicional
20029,405494,HighUsage,75.17241999999999,3.2436,75,Medio,Medio,4.Activos,Autoservicio
20036,412417,HighUsage,52.30782,13.0714,55,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
20047,425641,MediumUsage,3.06196,5.6,14,Alto,Alto,4.Activos,Tradicional
20049,426202,PowerUsage,4.58106,4.75,32,Medio,Medio,4.Activos,Kioscos/Maxikioscos
20053,427728,MinimalUsage,4.239,9.6,17,Alto,Medio,2.Masivos,BEBIDA
20059,433940,PowerUsage,9.51714,5.375,36,Medio,S/D,4.Activos,Kioscos/Maxikioscos
20060,433947,MinimalUsage,0.2386799999999999,7.0,7,Alto,Medio,2.Masivos,BEBIDA
20063,435122,MediumUsage,6.7960400000000005,6.6429,29,Medio,Bajo,2.Masivos,Tradicional
20067,436821,PowerUsage,3.48282,3.8333,27,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
20069,438184,PowerUsage,12.84598,9.8,50,Alto,Medio,2.Masivos,Tradicional
20072,438985,MediumUsage,0.19854,6.0,6,Alto,Medio,4.Activos,Tradicional
20085,446013,HighUsage,4.978860000000001,8.5625,31,Alto,Medio,2.Masivos,Tradicional
20086,448149,HighUsage,3.98686,4.5,13,Medio,Bajo,1.Inactivos,Tradicional
20088,450059,PowerUsage,7.722320000000001,7.5455,38,Alto,Medio,4.Activos,Tradicional
20139,118244,MinimalUsage,1.74276,3.25,16,Alto,Alto,1.Inactivos,Tradicional
20143,126121,PowerUsage,12.6121,9.6,28,Alto,Medio,4.Activos,Tradicional
20151,300348,MinimalUsage,0.91704,3.6,7,Medio,Medio,1.Inactivos,Kioscos/Maxikioscos
20155,323291,PowerUsage,11.07188,2.6364,22,Medio,Medio,4.Activos,Autoservicio
20157,33341,MediumUsage,10.15104,7.7692,38,Medio,Bajo,2.Masivos,Tradicional
20162,342563,MinimalUsage,6.869999999999999,6.375,16,Bajo,Medio,,Instituciones
20186,388813,HighUsage,21.9592,4.3571,18,Medio,Bajo,4.Activos,Tradicional
20220,422968,HighUsage,0.51962,2.5,8,Alto,Medio,4.Activos,Tradicional
20231,429400,HighUsage,31.04292000000001,6.9706,49,Bajo,S/D,4.Activos,Kioscos/Maxikioscos
20247,436362,PowerUsage,15.78716,8.4333,43,Alto,Medio,4.Activos,Tradicional
20252,438420,PowerUsage,2.5748,6.0,23,Medio,S/D,4.Activos,Tradicional
20255,439782,MinimalUsage,2.10108,9.25,18,Alto,Bajo,2.Masivos,BEBIDA
20256,443159,MediumUsage,0.47762,3.75,9,Medio,Medio,4.Activos,BEBIDA
20267,446999,MinimalUsage,4.859999999999999,3.8571,9,Alto,Bajo,2.Masivos,ENTRETENIMIENTO
20271,448084,MediumUsage,79.03599999999999,6.881,96,Alto,Medio,4.Activos,Tradicional
20273,449887,PowerUsage,7.48082,6.5,46,Medio,Medio,4.Activos,Tradicional
20275,450817,MinimalUsage,13.1569,7.42,52,Alto,Alto,4.Activos,Tradicional
20278,451882,PowerUsage,101.22012,2.1905,14,Medio,S/D,2.Masivos,Tradicional
20286,454698,MinimalUsage,1.57888,11.5,18,S/D,S/D,3.Potenciales,Tradicional
20295,457631,MediumUsage,1.95186,6.0,19,S/D,S/D,1.Inactivos,Tradicional
20312,74556,HighUsage,5.16186,4.9545,16,Alto,Medio,2.Masivos,Tradicional
20318,109134,HighUsage,16.64998,4.4,42,Alto,Medio,4.Activos,Autoservicio
20348,357595,MediumUsage,16.69056,3.6364,14,Medio,Bajo,2.Masivos,Tradicional
20353,366706,MinimalUsage,1.10562,2.4375,9,Medio,Medio,1.Inactivos,Tradicional
20370,389592,MinimalUsage,1.49504,7.0,17,Alto,S/D,1.Inactivos,Tradicional
20373,391250,HighUsage,4.849379999999999,3.8333,22,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
20377,399557,HighUsage,3.46554,2.6429,13,Medio,Bajo,1.Inactivos,Tradicional
20386,412743,PowerUsage,7.381919999999999,7.1389,62,Alto,Medio,5.Select,Tradicional
20387,412785,HighUsage,28.81118,2.6333,59,Medio,Bajo,4.Activos,Autoservicio
20389,413849,HighUsage,1.6888,5.5,7,Medio,Medio,1.Inactivos,Tradicional
20397,424109,MediumUsage,11.802220000000002,5.875,38,Medio,Medio,4.Activos,Tradicional
20405,427869,MediumUsage,2.16794,4.875,16,Alto,Medio,1.Inactivos,Tradicional
20423,437243,MediumUsage,4.60704,6.4444,23,Medio,Medio,1.Inactivos,Kioscos/Maxikioscos
20426,438155,MediumUsage,409.6521600000001,3.5769,22,Medio,Bajo,2.Masivos,Mayorista
20435,442326,MinimalUsage,3.48312,4.8889,13,Alto,Medio,1.Inactivos,Tradicional
20440,446216,MinimalUsage,0.4967600000000001,2.3333,4,Medio,Bajo,1.Inactivos,Tradicional
20441,449046,MinimalUsage,22.20452,5.0,16,Medio,Bajo,4.Activos,COMIDA
20449,451702,MediumUsage,2.9031400000000005,6.7778,34,Alto,S/D,2.Masivos,Tradicional
20451,452062,PowerUsage,135.84413999999998,2.2143,12,Medio,S/D,5.Select,Autoservicio
20457,454668,MinimalUsage,7.16478,6.0769,12,S/D,S/D,2.Masivos,OTROS REF
20460,455064,MinimalUsage,37.10872,12.9375,61,S/D,S/D,4.Activos,ENTRETENIMIENTO
20462,455767,HighUsage,15.023139999999998,4.9474,61,Medio,S/D,4.Activos,Autoservicio
20464,455824,MinimalUsage,0.8778600000000001,3.25,11,Medio,Medio,2.Masivos,Tradicional
20468,456940,MediumUsage,1.6401,4.3,15,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
20488,169797,HighUsage,2.7573,3.9,9,Medio,Bajo,1.Inactivos,Tradicional
20492,175571,HighUsage,9.77488,4.5882,30,Medio,Bajo,4.Activos,Tradicional
20498,305662,PowerUsage,15.65204,7.6522,75,Alto,Medio,5.Select,Tradicional
20519,367599,MinimalUsage,54.4532,2.3333,7,Medio,Bajo,2.Masivos,Mayorista
20521,37151,MediumUsage,0.3,3.5,4,Alto,Medio,1.Inactivos,COMIDA
20526,373989,PowerUsage,15.51062,8.2353,53,Alto,Medio,4.Activos,Tradicional
20527,376865,HighUsage,3.94288,6.8571,20,Medio,Bajo,1.Inactivos,Tradicional
20548,406312,MinimalUsage,0.08676,1.0,4,Alto,Medio,1.Inactivos,Tradicional
20549,407058,HighUsage,16.49554,8.0,28,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
20554,410290,PowerUsage,9.726639999999998,4.1957,21,Medio,S/D,4.Activos,Tradicional
20555,411809,MediumUsage,1.86034,4.8333,20,Medio,Medio,4.Activos,Tradicional
20573,430896,MediumUsage,76.82136,4.1667,26,Alto,Medio,4.Activos,COMIDA
20584,441351,PowerUsage,28.108,6.125,49,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
20587,441657,MinimalUsage,0.7000000000000001,4.0,4,Bajo,Bajo,1.Inactivos,Tradicional
20588,443216,HighUsage,9.7875,13.95,61,Alto,Medio,4.Activos,Tradicional
20589,443775,MinimalUsage,1.84272,6.2857,16,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
20590,444697,PowerUsage,12.87254,8.25,65,Medio,Medio,4.Activos,Kioscos/Maxikioscos
20593,445933,PowerUsage,9.186800000000002,6.25,39,Alto,Medio,4.Activos,Kioscos/Maxikioscos
20596,446951,MediumUsage,15.481019999999996,6.0714,25,Alto,Medio,4.Activos,BEBIDA
20597,447401,PowerUsage,270.27268999999995,2.3103,20,Medio,Medio,5.Select,Kioscos/Maxikioscos
20600,448683,MinimalUsage,0.4796,5.0,5,Alto,Medio,1.Inactivos,Tradicional
20605,452676,MinimalUsage,6.022399999999998,6.0,8,Medio,S/D,2.Masivos,COMIDA
20612,454290,MinimalUsage,2.70478,3.4286,17,S/D,S/D,2.Masivos,Kioscos/Maxikioscos
20629,490198,MediumUsage,0.34476,3.0,6,Alto,Medio,4.Activos,Tradicional
20650,114072,PowerUsage,3.13132,4.3636,20,Medio,Medio,5.Select,Kioscos/Maxikioscos
20651,144890,MinimalUsage,1.86594,4.75,13,Medio,S/D,1.Inactivos,Tradicional
20654,185697,HighUsage,5.735099999999999,4.9286,29,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
20678,374539,MediumUsage,326.66334,4.0545,31,Medio,Bajo,4.Activos,Mayorista
20705,399810,MinimalUsage,2.1747000000000005,9.7,39,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
20707,404469,HighUsage,14.5912,5.2083,32,Alto,Medio,5.Select,Tradicional
20715,413750,PowerUsage,15.941300000000004,5.6667,61,Medio,S/D,5.Select,Tradicional
20753,436574,PowerUsage,12.02568,4.9828,53,Alto,Medio,4.Activos,Kioscos/Maxikioscos
20757,438522,PowerUsage,25.55698,13.1,96,Alto,Medio,5.Select,Tradicional
20761,441050,MinimalUsage,1.86554,7.0,22,Alto,S/D,1.Inactivos,Tradicional
20767,444208,MediumUsage,15.140999999999998,15.6,26,Medio,Bajo,3.Potenciales,ENTRETENIMIENTO
20774,446343,MediumUsage,4.46592,7.5,17,Alto,Medio,1.Inactivos,Tradicional
20776,44741,PowerUsage,5.52168,5.8571,24,Medio,Alto,4.Activos,Tradicional
20785,451506,MediumUsage,6.97706,7.5714,45,Alto,S/D,4.Activos,Tradicional
20794,454448,PowerUsage,46.75116,4.7059,65,S/D,S/D,5.Select,Tradicional
20830,166012,HighUsage,63.18192,8.2222,36,Alto,Medio,3.Potenciales,BEBIDA
20831,167178,PowerUsage,5.953720000000001,2.975,30,Medio,Medio,4.Activos,Tradicional
20838,303522,PowerUsage,5.260800000000001,6.75,22,Medio,Medio,5.Select,Tradicional
20841,308361,PowerUsage,39.07766,8.4773,63,Medio,Medio,4.Activos,Autoservicio
20844,314540,HighUsage,13.0239,4.175,27,Medio,S/D,4.Activos,Tradicional
20851,334716,MinimalUsage,1.52496,5.6667,13,Alto,Medio,1.Inactivos,Tradicional
20875,398427,MediumUsage,1.44666,3.75,7,Alto,Medio,2.Masivos,COMIDA
20887,417436,MinimalUsage,9.21404,6.0,16,Bajo,Bajo,4.Activos,Tradicional
20898,428467,PowerUsage,2.664,2.7083,17,Medio,Medio,4.Activos,Tradicional
20902,431331,PowerUsage,21.25688,12.6389,93,Alto,Medio,5.Select,Tradicional
20915,436712,HighUsage,1.94044,3.125,14,Alto,Medio,4.Activos,Tradicional
20919,439342,MediumUsage,11.90352,8.1471,43,Medio,Bajo,1.Inactivos,Tradicional
20932,445996,HighUsage,58.23324,4.027,68,Alto,Medio,5.Select,Tradicional
20934,446709,PowerUsage,8.352120000000001,6.7,40,Alto,Medio,5.Select,COMIDA
20939,449668,HighUsage,22.58188,4.5625,45,Alto,Bajo,4.Activos,Autoservicio
20945,452437,MinimalUsage,2.05506,1.6875,9,Alto,S/D,2.Masivos,BEBIDA
20951,454946,HighUsage,3.34086,4.0,11,S/D,S/D,2.Masivos,COMIDA
20952,455330,MediumUsage,0.0834,3.0,3,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
20955,456577,PowerUsage,3.46416,9.75,33,S/D,S/D,5.Select,Tradicional
20956,456824,HighUsage,4.88452,13.8333,43,S/D,S/D,4.Activos,Kioscos/Maxikioscos
20957,456939,PowerUsage,19.89714,5.1316,36,Medio,Medio,4.Activos,Autoservicio
20962,458404,MinimalUsage,22.53408,5.7333,17,Alto,Medio,3.Potenciales,BEBIDA
20964,460512,MinimalUsage,0.72226,8.5,13,S/D,S/D,1.Inactivos,Tradicional
20965,49189,MinimalUsage,0.40764,7.0,7,Alto,Medio,1.Inactivos,Tradicional
20969,676875,MinimalUsage,26.50188,11.6364,33,Medio,Medio,3.Potenciales,COMIDA
20972,75325,MinimalUsage,0.525,3.8333,6,Alto,Medio,1.Inactivos,Tradicional
20982,166998,PowerUsage,7.80078,5.1579,45,Medio,Medio,5.Select,Tradicional
20983,168177,PowerUsage,8.61668,3.3462,19,Medio,Medio,4.Activos,Tradicional
20986,320894,HighUsage,12.25494,5.0625,29,Bajo,Bajo,4.Activos,Tradicional
20988,32764,MinimalUsage,3.2628,5.2,15,Medio,Bajo,1.Inactivos,Tradicional
20999,358157,MediumUsage,3.93014,4.1429,15,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
21019,380646,HighUsage,2.58898,5.1,15,Alto,Medio,4.Activos,Tradicional
21032,395950,HighUsage,9.68626,5.4167,27,Alto,S/D,4.Activos,Kioscos/Maxikioscos
21038,398675,PowerUsage,15.14796,7.5385,39,Bajo,Bajo,4.Activos,Tradicional
21042,405988,HighUsage,0.8106,3.5,12,Alto,Medio,1.Inactivos,Tradicional
21050,411048,MinimalUsage,3.3222,6.0,16,Alto,Medio,1.Inactivos,Tradicional
21051,411231,PowerUsage,16.25594,4.0556,35,Medio,Medio,5.Select,Tradicional
21052,411500,PowerUsage,2.95866,5.7,17,Medio,S/D,1.Inactivos,Tradicional
21055,412424,MinimalUsage,2.5218,3.0,7,Alto,Medio,2.Masivos,COMIDA
21060,419974,PowerUsage,4.53958,3.5,14,Medio,Medio,4.Activos,Kioscos/Maxikioscos
21066,422935,PowerUsage,30.2838,8.66,44,Medio,Medio,4.Activos,Kioscos/Maxikioscos
21074,428412,PowerUsage,125.16254000000004,3.25,63,Medio,Bajo,4.Activos,Autoservicio
21075,429073,MinimalUsage,7.308659999999999,9.4167,53,Alto,Bajo,4.Activos,Tradicional
21076,429078,HighUsage,5.7106,5.9286,26,Alto,Medio,5.Select,Tradicional
21080,431866,PowerUsage,12.75162,5.8667,33,Medio,Bajo,4.Activos,Tradicional
21083,435433,MinimalUsage,0.9878399999999998,5.5,8,Alto,Medio,2.Masivos,COMIDA
21098,447706,PowerUsage,8.8198,5.65,30,Medio,Medio,2.Masivos,Tradicional
21111,450692,HighUsage,2.8688899999999995,4.6875,21,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
21133,459584,MinimalUsage,2.42734,8.5714,36,S/D,S/D,1.Inactivos,Tradicional
21134,459883,MinimalUsage,0.59136,5.3333,13,S/D,S/D,1.Inactivos,Tradicional
21150,139825,MinimalUsage,1.305,5.1667,10,S/D,S/D,2.Masivos,ENTRETENIMIENTO
21159,26161,PowerUsage,2.15238,2.6364,19,Medio,Bajo,4.Activos,Tradicional
21167,35051,HighUsage,2.51838,4.25,10,Alto,Medio,1.Inactivos,Tradicional
21169,357080,HighUsage,12.66073,5.5,44,Medio,S/D,4.Activos,Kioscos/Maxikioscos
21184,375783,HighUsage,100.71814,5.2857,72,Medio,S/D,5.Select,Autoservicio
21187,380422,MinimalUsage,0.24,3.0,3,Alto,Medio,1.Inactivos,Tradicional
21190,381065,MinimalUsage,1.94344,2.8333,12,Bajo,Bajo,1.Inactivos,Tradicional
21196,389102,MinimalUsage,2.86282,3.7778,22,Alto,Medio,4.Activos,Kioscos/Maxikioscos
21199,391889,MinimalUsage,0.48,3.0,3,Medio,S/D,1.Inactivos,Tradicional
21216,415599,PowerUsage,9.61692,11.2857,52,Alto,Medio,4.Activos,Tradicional
21220,418127,PowerUsage,11.44606,6.7188,41,Medio,Medio,4.Activos,Tradicional
21243,435273,HighUsage,11.94172,9.5,76,Medio,Medio,4.Activos,Tradicional
21244,435444,HighUsage,8.00564,10.7,45,Alto,Medio,4.Activos,Tradicional
21245,435841,HighUsage,0.1248,1.5,3,Medio,S/D,1.Inactivos,Autoservicio
21246,436492,PowerUsage,24.9732,4.5556,28,Medio,Bajo,5.Select,Tradicional
21252,439667,HighUsage,18.01776,13.0,41,Medio,Bajo,4.Activos,ENTRETENIMIENTO
21253,439676,MinimalUsage,1.65268,3.6667,13,Bajo,Medio,4.Activos,COMIDA
21254,439878,PowerUsage,0.6996200000000001,1.6667,6,Medio,Bajo,1.Inactivos,Tradicional
21258,441521,PowerUsage,649.5413,1.918,57,Medio,Medio,5.Select,Autoservicio
21259,441601,MediumUsage,63.93676,4.0,24,Alto,Medio,2.Masivos,Mayorista
21266,446978,MinimalUsage,37.73216,8.7759,59,Medio,Medio,3.Potenciales,COMIDA
21274,449587,PowerUsage,18.86846,7.0682,49,Alto,Medio,5.Select,Tradicional
21275,449588,HighUsage,1.00894,5.2,18,Medio,Medio,4.Activos,Tradicional
21282,451487,MinimalUsage,10.23064,4.2857,18,Alto,S/D,4.Activos,Bar/Restaurant
21287,453791,MediumUsage,8.0865,4.125,16,Medio,S/D,4.Activos,Tradicional
21293,456856,MinimalUsage,0.4584,6.0,6,S/D,S/D,1.Inactivos,COMIDA
21298,458523,MediumUsage,0.97616,2.625,10,S/D,S/D,1.Inactivos,Kioscos/Maxikioscos
