,POC,BussinessSegment,totalVolumen,SkuDistintosPromediosXOrden,SkuDistintosToTales,concentracion,nse,segmentoUnico,canal
16952,455056,MinimalUsage,5.0748,3.0,11,Medio,Bajo,,KA Minoristas
16957,457667,MediumUsage,2.40486,5.125,14,S/D,S/D,2.Masivos,BEBIDA
16960,46392,PowerUsage,1.2804799999999998,2.8333,11,Bajo,Bajo,4.Activos,Tradicional
16977,23902,MediumUsage,4.55966,4.75,16,Medio,Medio,1.Inactivos,Tradicional
16980,311430,HighUsage,1.213,2.7,9,Medio,S/D,1.Inactivos,Tradicional
16982,314825,PowerUsage,18.33528,5.8438,89,Bajo,S/D,5.Select,Tradicional
16983,320108,PowerUsage,3.26648,1.8,6,Medio,Bajo,4.Activos,Tradicional
16984,320222,PowerUsage,5.527279999999999,3.5,14,Medio,Bajo,4.Activos,Tradicional
16986,328635,PowerUsage,37.5646,10.2143,34,Alto,Medio,5.Select,BEBIDA
16988,33667,HighUsage,0.74676,1.9,13,Alto,Bajo,2.Masivos,Kioscos/Maxikioscos
16995,357471,PowerUsage,5.14034,9.3333,42,Medio,Medio,5.Select,Tradicional
17016,398855,HighUsage,8.42868,3.8667,26,Medio,S/D,4.Activos,Kioscos/Maxikioscos
17020,407129,HighUsage,23.2417,4.4118,44,Medio,Medio,4.Activos,Autoservicio
17029,413044,PowerUsage,13.80056,8.0526,44,Alto,Medio,4.Activos,Kioscos/Maxikioscos
17034,416963,PowerUsage,21.49442,7.86,58,Medio,Medio,5.Select,Tradicional
17039,419420,MediumUsage,1.8208,5.8,18,Medio,S/D,1.Inactivos,Tradicional
17041,421396,PowerUsage,1.13752,4.75,20,Alto,Medio,4.Activos,Tradicional
17043,423034,PowerUsage,8.830839999999998,4.5455,39,Alto,Medio,5.Select,Tradicional
17059,435973,MediumUsage,39.29222,12.5455,41,Medio,Medio,4.Activos,ENTRETENIMIENTO
17074,442957,MediumUsage,1.4544,5.0,5,Alto,Medio,2.Masivos,COMIDA
17075,443552,MinimalUsage,1.1352,2.0,2,Alto,Medio,1.Inactivos,Tradicional
17078,444276,HighUsage,18.05446,4.0333,67,Medio,Medio,5.Select,Tradicional
17090,450771,MediumUsage,209.26984,3.2222,17,Medio,Bajo,2.Masivos,Mayorista
17098,455101,HighUsage,4.571400000000001,7.6875,29,S/D,S/D,4.Activos,Tradicional
17101,455849,HighUsage,36.91462,9.2,60,Alto,Medio,5.Select,Tradicional
17102,456587,MediumUsage,1.6859200000000003,4.3333,14,S/D,S/D,4.Activos,Tradicional
17135,155020,HighUsage,0.33,4.0,4,Medio,S/D,4.Activos,Kioscos/Maxikioscos
17145,316536,HighUsage,7.628,9.4444,41,Alto,Alto,5.Select,Tradicional
17148,326968,MinimalUsage,3.85238,4.1429,15,Medio,Bajo,1.Inactivos,Tradicional
17161,373300,MediumUsage,25.25066,7.25,52,Medio,S/D,4.Activos,Tradicional
17166,382977,MinimalUsage,5.6489400000000005,8.875,37,Alto,Medio,4.Activos,Tradicional
17169,387040,HighUsage,0.1919,1.3333,4,Alto,S/D,4.Activos,Kioscos/Maxikioscos
17172,38847,HighUsage,3.92366,3.0,10,Alto,Medio,2.Masivos,Tradicional
17176,394512,HighUsage,4.78504,6.5833,25,Medio,Medio,2.Masivos,Tradicional
17183,404797,PowerUsage,5.369,6.3125,21,Alto,Medio,1.Inactivos,Tradicional
17184,405250,MediumUsage,6.50222,2.9167,18,Medio,S/D,4.Activos,Tradicional
17189,411047,MinimalUsage,27.33234,13.3333,32,Medio,Medio,4.Activos,ENTRETENIMIENTO
17190,412106,MinimalUsage,1.06636,4.25,13,Bajo,Bajo,4.Activos,Kioscos/Maxikioscos
17197,419696,HighUsage,1.43066,2.1667,21,Medio,Bajo,5.Select,Tradicional
17218,430123,MediumUsage,1.7381199999999997,10.0,19,Medio,Medio,4.Activos,COMIDA
17221,433152,MediumUsage,40.368,7.5455,19,Alto,Bajo,4.Activos,ENTRETENIMIENTO
17223,433948,PowerUsage,8.6394,5.0,23,Alto,Medio,4.Activos,COMIDA
17225,435366,MediumUsage,8.50518,5.3462,18,Alto,Medio,3.Potenciales,COMIDA
17226,435751,MediumUsage,4.873799999999999,13.4,43,Alto,Medio,4.Activos,Kioscos/Maxikioscos
17237,444326,HighUsage,7.2526,3.875,16,Alto,Medio,5.Select,Tradicional
17240,444790,MediumUsage,2.10364,6.0,20,Alto,S/D,1.Inactivos,Tradicional
17241,445268,MinimalUsage,31.54272,9.125,29,Alto,Medio,4.Activos,COMIDA
17248,449504,MinimalUsage,0.4155,5.0,5,Alto,Medio,1.Inactivos,Tradicional
17257,454510,PowerUsage,12.78058,6.2273,29,S/D,S/D,4.Activos,Autoservicio
17258,455297,MinimalUsage,0.25,3.0,3,S/D,S/D,1.Inactivos,Tradicional
17260,457431,HighUsage,23.784559999999995,5.875,28,Medio,Medio,5.Select,Tradicional
17266,46079,PowerUsage,5.65578,10.4444,60,Medio,Medio,5.Select,Tradicional
17267,490752,MediumUsage,1.48548,6.75,18,Alto,Medio,,Instituciones
17273,75479,PowerUsage,3.750480000000001,5.9167,19,Alto,Bajo,4.Activos,Tradicional
17280,155369,MediumUsage,4.244160000000001,4.0,22,Alto,Medio,1.Inactivos,Tradicional
17283,160845,MinimalUsage,0.23352,3.5,5,Medio,S/D,1.Inactivos,Tradicional
17284,167860,MediumUsage,6.8657200000000005,6.4444,24,Medio,S/D,2.Masivos,Tradicional
17288,184104,MediumUsage,2.8235200000000003,3.5,11,Medio,Medio,4.Activos,Tradicional
17301,330559,PowerUsage,3.02378,4.2857,25,Alto,Medio,4.Activos,Tradicional
17311,364094,MediumUsage,2.6516,6.5714,22,Alto,S/D,1.Inactivos,Tradicional
17354,419570,HighUsage,0.4251399999999999,2.1667,7,Alto,S/D,1.Inactivos,Tradicional
17358,421003,HighUsage,7.7387,2.2222,41,Alto,Medio,5.Select,Tradicional
17389,437852,PowerUsage,34.10796,13.1346,86,Alto,Medio,5.Select,Tradicional
17391,438678,HighUsage,8.14814,5.5625,37,Alto,Medio,2.Masivos,Tradicional
17395,439982,MediumUsage,2.81838,3.9286,7,Alto,Bajo,1.Inactivos,Tradicional
17413,448573,HighUsage,2.67368,3.85,29,Alto,Medio,4.Activos,Tradicional
17433,454763,MinimalUsage,16.0945,15.5556,50,S/D,S/D,4.Activos,ENTRETENIMIENTO
17439,457028,MediumUsage,0.7162000000000001,5.5,16,S/D,S/D,4.Activos,Kioscos/Maxikioscos
17444,457807,PowerUsage,13.61816,5.2857,31,S/D,S/D,4.Activos,Kioscos/Maxikioscos
17445,457928,MediumUsage,0.3464999999999999,10.0,10,S/D,S/D,,Instituciones
17467,160421,MediumUsage,2.4438,2.5,6,Medio,Bajo,1.Inactivos,Kioscos/Maxikioscos
17477,29482,MinimalUsage,3.02852,8.5,12,Alto,Medio,1.Inactivos,Tradicional
17478,301228,MediumUsage,3.52238,4.0,11,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
17485,320741,MinimalUsage,4.02838,5.0,5,Medio,Bajo,1.Inactivos,Tradicional
17519,409629,PowerUsage,54.689350000000005,4.08,38,Alto,Bajo,5.Select,Kioscos/Maxikioscos
17530,419040,PowerUsage,27.34578,7.8125,35,Alto,S/D,4.Activos,COMIDA
17531,419604,HighUsage,438.29188,3.931,23,Alto,Medio,4.Activos,BEBIDA
17540,427293,MediumUsage,189.14736,3.9394,34,S/D,S/D,,KA Minoristas
17547,430584,PowerUsage,16.540699999999998,9.6053,61,Alto,Medio,5.Select,Tradicional
17551,435241,MediumUsage,1.92,3.5,7,Alto,Medio,1.Inactivos,Tradicional
17554,437344,HighUsage,90.48,2.1667,7,Alto,Medio,5.Select,COMIDA
17557,439161,PowerUsage,21.01771,6.5357,99,Alto,Medio,4.Activos,Tradicional
17558,439666,HighUsage,0.14536,2.1667,5,Bajo,Bajo,4.Activos,Tradicional
17559,439890,PowerUsage,10.1438,5.6364,43,Alto,S/D,5.Select,Tradicional
17577,448237,PowerUsage,492.09804,4.1161,29,Medio,Medio,5.Select,Tradicional
17586,452188,HighUsage,38.56842999999999,3.9592,60,Medio,Medio,5.Select,Tradicional
17589,455213,HighUsage,25.9683,7.7692,106,Alto,Medio,4.Activos,Autoservicio
17596,45792,PowerUsage,7.250299999999999,4.8077,13,Medio,Bajo,2.Masivos,Tradicional
17599,458930,HighUsage,16.222399999999997,9.6667,112,S/D,S/D,4.Activos,Autoservicio
17615,92305,PowerUsage,9.8759,4.5313,40,Alto,Medio,4.Activos,Tradicional
17617,117093,HighUsage,4.709759999999999,4.3846,24,Medio,Bajo,2.Masivos,Tradicional
17619,136942,HighUsage,14.6537,4.3125,34,Alto,Medio,4.Activos,Tradicional
17628,173662,PowerUsage,6.8004,5.3214,30,Medio,Medio,4.Activos,Tradicional
17629,176173,PowerUsage,12.09152,4.8542,31,Alto,Medio,4.Activos,Tradicional
17634,26647,MinimalUsage,35.905159999999995,12.6364,65,Alto,Medio,4.Activos,COMIDA
17637,305538,MinimalUsage,19.5606,8.0,11,Alto,Bajo,2.Masivos,Mayorista
17638,308367,PowerUsage,5.7041,4.5,30,Alto,Medio,4.Activos,Tradicional
17639,320424,PowerUsage,13.0575,4.1071,16,Medio,Medio,4.Activos,Kioscos/Maxikioscos
17649,363544,PowerUsage,14.66026,8.7333,47,Medio,Bajo,4.Activos,Tradicional
17652,367538,MediumUsage,2.93196,3.85,18,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
17660,371079,MinimalUsage,2.40098,6.6,18,Medio,Medio,1.Inactivos,Tradicional
17679,39487,MediumUsage,1.088,4.5,14,Medio,Medio,4.Activos,Tradicional
17685,399767,PowerUsage,40.6069,13.3077,118,Medio,Medio,5.Select,Tradicional
17693,409790,PowerUsage,16.47164,5.8667,47,Alto,S/D,4.Activos,Tradicional
17694,410281,PowerUsage,6.29548,4.9545,31,Medio,Bajo,4.Activos,Tradicional
17696,410853,HighUsage,6.728759999999999,3.5278,27,Medio,Bajo,4.Activos,Tradicional
17705,420382,PowerUsage,9.82652,12.1176,62,Alto,Medio,4.Activos,Kioscos/Maxikioscos
17708,423574,MinimalUsage,3.6051600000000006,7.0,21,Alto,Medio,1.Inactivos,Tradicional
17709,42462,MediumUsage,3.07866,3.4444,10,Medio,Medio,1.Inactivos,Kioscos/Maxikioscos
17715,426225,PowerUsage,7.088140000000001,5.25,33,Alto,Medio,5.Select,Tradicional
17721,429250,HighUsage,21.729280000000003,8.95,37,Alto,S/D,4.Activos,COMIDA
17730,436192,HighUsage,4.759,3.8125,10,Medio,Bajo,2.Masivos,COMIDA
17733,441238,MediumUsage,120.86958,13.0769,46,Alto,Medio,,KA Minoristas
17735,441866,HighUsage,7.760140000000001,4.0,20,Medio,Bajo,4.Activos,Tradicional
17742,444459,PowerUsage,51.463840000000005,4.95,48,Alto,Medio,5.Select,Tradicional
17744,446470,MediumUsage,1.38496,9.5,24,Alto,S/D,4.Activos,Kioscos/Maxikioscos
17745,446676,HighUsage,1.03732,6.3333,14,Alto,Medio,4.Activos,Tradicional
17748,447250,MinimalUsage,0.4237199999999999,5.0,7,Alto,S/D,1.Inactivos,Tradicional
17754,448513,PowerUsage,7.06076,7.875,39,Medio,Medio,5.Select,Tradicional
17776,455649,MinimalUsage,29.7758,8.0,19,Alto,Bajo,4.Activos,BEBIDA
17777,456918,PowerUsage,56.25814999999999,15.119,116,Alto,Medio,5.Select,Tradicional
17781,457614,PowerUsage,6.91682,4.3846,21,Medio,Medio,4.Activos,Tradicional
17787,458844,MinimalUsage,2.34608,5.25,10,S/D,S/D,2.Masivos,COMIDA
17790,459483,MinimalUsage,1.7384400000000002,19.0,19,S/D,S/D,2.Masivos,Autoservicio
17808,119174,PowerUsage,1.9938,8.6,26,Alto,Medio,4.Activos,Kioscos/Maxikioscos
17811,172370,PowerUsage,2.73672,4.875,12,Medio,S/D,1.Inactivos,Tradicional
17815,189180,PowerUsage,6.232620000000001,4.34,51,Alto,S/D,5.Select,Tradicional
17816,304748,PowerUsage,1.29738,3.1,13,Medio,Medio,4.Activos,Kioscos/Maxikioscos
17817,312195,HighUsage,2.61724,3.3333,11,Medio,Bajo,4.Activos,Tradicional
17849,392357,HighUsage,1.6387,8.0,18,Alto,S/D,4.Activos,Kioscos/Maxikioscos
17853,394508,PowerUsage,19.23452,6.9815,96,Medio,Alto,5.Select,Tradicional
17854,395050,MediumUsage,0.7412399999999999,2.0,5,Alto,S/D,1.Inactivos,Tradicional
17856,396450,HighUsage,5.63134,6.9167,23,Medio,S/D,2.Masivos,Tradicional
17878,424051,MinimalUsage,3.6870000000000007,6.0,18,Medio,Medio,2.Masivos,BEBIDA
17900,434571,MinimalUsage,1.70304,6.75,15,Alto,Medio,1.Inactivos,Tradicional
17902,435754,PowerUsage,3.48538,4.4286,31,Alto,Medio,5.Select,Tradicional
17905,436649,MinimalUsage,1.52744,5.6667,10,Medio,Medio,2.Masivos,COMIDA
17907,436785,MinimalUsage,0.95808,8.0,12,Medio,Medio,2.Masivos,COMIDA
17908,437111,PowerUsage,44.30322,2.3889,41,Medio,Medio,4.Activos,Autoservicio
17913,439729,HighUsage,2.93546,7.0,19,Medio,Medio,4.Activos,Kioscos/Maxikioscos
17928,451061,HighUsage,1061.55236,3.2256,60,Medio,Bajo,5.Select,Autoservicio
17934,453296,PowerUsage,9.344320000000002,3.9706,30,Medio,S/D,5.Select,Tradicional
17969,125890,PowerUsage,4.84198,5.4545,23,Alto,S/D,4.Activos,Kioscos/Maxikioscos
17970,141056,PowerUsage,1.86164,4.9,13,Alto,Medio,4.Activos,Tradicional
17971,160600,HighUsage,0.46534,3.0,7,Medio,S/D,4.Activos,Kioscos/Maxikioscos
17975,169805,MediumUsage,5.247119999999999,3.3333,8,Medio,Bajo,1.Inactivos,Tradicional
17994,355098,HighUsage,0.38838,1.3333,5,Alto,Medio,1.Inactivos,Tradicional
17998,357377,MediumUsage,8.4329,3.3182,14,Medio,Medio,1.Inactivos,Tradicional
18004,365612,HighUsage,6.357880000000001,7.3125,41,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
18018,378251,MediumUsage,2.26138,2.9167,12,Medio,Medio,1.Inactivos,Tradicional
18022,379157,PowerUsage,34.57202,5.75,34,Medio,Medio,5.Select,Tradicional
18035,406092,MinimalUsage,10.47624,7.7667,52,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
18037,40754,MediumUsage,0.47152,1.3,5,Alto,Medio,1.Inactivos,Tradicional
18048,419149,MinimalUsage,0.95008,13.0,13,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
18049,421022,HighUsage,31.827320000000004,8.8333,80,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
18051,421130,PowerUsage,502.9098399999999,2.4767,26,Medio,S/D,5.Select,Tradicional
18055,426190,MediumUsage,0.48,3.0,3,Medio,S/D,1.Inactivos,Tradicional
18066,431304,MediumUsage,4.48776,4.5,11,Medio,Medio,1.Inactivos,Tradicional
18072,434673,MinimalUsage,2.13636,4.3333,10,Alto,Medio,4.Activos,BEBIDA
18073,434869,HighUsage,9.30552,7.6538,50,Alto,Medio,4.Activos,Kioscos/Maxikioscos
18088,440650,HighUsage,5.53558,4.1071,24,Alto,S/D,4.Activos,Tradicional
18092,443036,PowerUsage,17.3253,7.9348,55,Alto,Medio,5.Select,Tradicional
18096,447554,HighUsage,71.69396,17.3333,129,Medio,Medio,5.Select,Tradicional
18098,448107,HighUsage,175.90664,2.3276,29,Medio,Medio,5.Select,Tradicional
18099,448402,HighUsage,12.5895,6.8611,42,Alto,Medio,2.Masivos,Tradicional
18101,449240,MinimalUsage,14.07,6.8571,19,Bajo,S/D,3.Potenciales,ENTRETENIMIENTO
18108,450955,MinimalUsage,4.67676,5.3333,32,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
18125,458188,MinimalUsage,55.58,4.5,12,S/D,S/D,,Instituciones
18147,123032,PowerUsage,9.59444,4.5,22,Medio,Medio,2.Masivos,Tradicional
18151,149967,HighUsage,58.44664,8.3667,72,Medio,Bajo,4.Activos,Autoservicio
18152,168644,MediumUsage,19.0888,6.5,46,Medio,Medio,4.Activos,Autoservicio
18155,177090,HighUsage,2.7550799999999995,6.1818,26,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
18157,183731,MediumUsage,4.60362,3.55,20,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
18171,333667,MinimalUsage,0.5038199999999999,6.5,8,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
18203,39761,MediumUsage,0.81378,2.9286,13,Alto,Medio,1.Inactivos,Tradicional
18204,398159,MinimalUsage,0.435,3.0,4,Medio,Medio,1.Inactivos,Tradicional
18207,406292,MediumUsage,9.590459999999998,4.2083,23,Alto,Bajo,4.Activos,Tradicional
18215,414177,MediumUsage,6.88138,12.6667,56,Alto,Medio,4.Activos,Kioscos/Maxikioscos
18221,417005,MediumUsage,5.62822,4.375,18,Alto,Bajo,2.Masivos,Kioscos/Maxikioscos
18232,424580,HighUsage,19.9975,3.0,11,Medio,S/D,4.Activos,Kioscos/Maxikioscos
18238,429066,HighUsage,7.529620000000001,10.9167,52,Alto,Medio,4.Activos,Kioscos/Maxikioscos
18272,447462,MinimalUsage,44.571740000000005,8.875,28,Alto,Medio,4.Activos,Bar/Restaurant
18273,447533,MinimalUsage,0.345,2.0,8,Alto,Bajo,1.Inactivos,Tradicional
18286,452980,HighUsage,2.67984,5.3333,22,Medio,S/D,5.Select,Tradicional
18291,454825,PowerUsage,14.89638,14.5625,73,S/D,S/D,4.Activos,Tradicional
18297,457533,MediumUsage,20.54346,18.0,82,S/D,S/D,4.Activos,Autoservicio
18299,458774,PowerUsage,11.8619,5.7188,28,S/D,S/D,4.Activos,Tradicional
18304,459458,MediumUsage,2.99818,11.25,29,S/D,S/D,2.Masivos,Tradicional
18319,110185,PowerUsage,5.31746,4.2857,17,Bajo,Medio,4.Activos,Tradicional
18359,382018,HighUsage,40.14168,7.2115,90,Alto,Medio,5.Select,Tradicional
18362,392364,HighUsage,9.45185,7.9545,59,Medio,Medio,4.Activos,Tradicional
18377,409830,MinimalUsage,0.96648,13.0,13,Medio,S/D,1.Inactivos,Kioscos/Maxikioscos
18385,418484,HighUsage,96.80092,5.6875,32,Alto,Medio,4.Activos,Mayorista
18399,433688,MinimalUsage,0.59352,3.5,5,Alto,Medio,2.Masivos,COMIDA
18401,438368,HighUsage,2.39176,3.5833,17,Alto,Medio,4.Activos,BEBIDA
18403,438844,MinimalUsage,2.72421,3.5,6,Alto,Medio,1.Inactivos,Tradicional
18404,440021,PowerUsage,50.393,10.6563,68,Alto,Medio,4.Activos,Autoservicio
18419,448624,PowerUsage,14.05552,8.7857,59,Medio,Medio,4.Activos,Tradicional
18420,448625,PowerUsage,171.55971000000002,8.375,112,Alto,Medio,5.Select,Kioscos/Maxikioscos
18421,449061,MinimalUsage,18.70254,7.6364,19,Medio,Bajo,3.Potenciales,ENTRETENIMIENTO
18424,450956,PowerUsage,27.33784,9.5938,66,Alto,Medio,5.Select,Tradicional
18430,451624,MediumUsage,3.1500000000000004,4.5,7,Medio,S/D,1.Inactivos,Tradicional
18440,454920,MediumUsage,6.926879999999999,5.0,8,S/D,S/D,4.Activos,COMIDA
18441,454945,MinimalUsage,0.7302,4.5,7,S/D,S/D,2.Masivos,COMIDA
18444,455360,HighUsage,5.021039999999999,4.6875,20,Alto,Medio,4.Activos,Kioscos/Maxikioscos
18454,457876,MediumUsage,3.2949,10.6667,25,S/D,S/D,2.Masivos,Tradicional
18457,458394,MinimalUsage,1.13426,5.5,19,S/D,S/D,1.Inactivos,Tradicional
18470,676824,MediumUsage,8.1951,4.3,20,Alto,Medio,3.Potenciales,COMIDA
18477,87078,PowerUsage,9.75676,2.3125,6,Medio,Bajo,4.Activos,Tradicional
18493,326554,PowerUsage,10.69138,15.375,60,Alto,Medio,4.Activos,Tradicional
18496,330218,MediumUsage,2.0286,1.9286,9,Alto,Medio,1.Inactivos,Tradicional
18500,354805,MinimalUsage,0.5435,1.25,9,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
18517,386161,MediumUsage,4.386520000000001,3.2059,21,Alto,Bajo,4.Activos,Tradicional
18521,38778,HighUsage,4.67948,5.4444,23,Medio,Bajo,2.Masivos,Tradicional
18528,399943,MinimalUsage,2.265,4.1429,10,Alto,Medio,2.Masivos,COMIDA
18540,415660,HighUsage,19.8526,3.0333,39,Medio,S/D,4.Activos,Autoservicio
18545,418523,PowerUsage,6.89028,7.4,48,Alto,Medio,5.Select,Kioscos/Maxikioscos
18552,425336,MediumUsage,5.429859999999999,5.5625,47,Medio,Medio,4.Activos,Tradicional
18560,432126,MediumUsage,19.02214,6.7647,48,Medio,Medio,4.Activos,Kioscos/Maxikioscos
18563,434200,PowerUsage,1.57092,2.5,10,Alto,S/D,4.Activos,BEBIDA
18565,434923,MinimalUsage,15.12814,13.6667,44,Medio,Bajo,2.Masivos,Tradicional
18580,442905,HighUsage,7.04922,8.3929,45,Alto,Alto,5.Select,Tradicional
18585,444933,MediumUsage,1.14838,1.75,7,Medio,Medio,1.Inactivos,Tradicional
18595,451059,MinimalUsage,0.32846,7.0,7,Alto,Medio,4.Activos,BEBIDA
18601,453690,MediumUsage,6.00702,8.4286,23,Alto,S/D,4.Activos,COMIDA
18609,457459,PowerUsage,43.13818000000001,9.7917,95,Alto,Medio,5.Select,Kioscos/Maxikioscos
18613,458273,MediumUsage,0.37,6.0,6,S/D,S/D,4.Activos,Tradicional
18615,490502,HighUsage,5.972799999999999,5.0455,21,Alto,Medio,4.Activos,Tradicional
18640,173997,PowerUsage,2.4327999999999994,4.1667,13,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
18648,313451,HighUsage,36.38754,4.803,101,Alto,Alto,4.Activos,Autoservicio
18651,32472,MinimalUsage,1.42664,2.5,15,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
18659,357676,PowerUsage,5.301839999999999,7.1667,24,Medio,Bajo,4.Activos,Tradicional
18664,36746,MinimalUsage,0.13176,3.0,3,Medio,Bajo,1.Inactivos,Kioscos/Maxikioscos
18665,368102,PowerUsage,4.63406,4.7778,20,Alto,Bajo,4.Activos,Tradicional
18706,427812,PowerUsage,20.611600000000003,7.3333,23,Alto,Medio,,Instituciones
18718,434176,PowerUsage,6.049220000000001,7.3333,31,Alto,Medio,4.Activos,Tradicional
18725,438191,MediumUsage,1.0721,2.625,7,Medio,Bajo,1.Inactivos,Tradicional
18740,448201,MediumUsage,9.19678,9.7143,36,Alto,Medio,4.Activos,ENTRETENIMIENTO
18753,455429,HighUsage,20.24948,8.5909,43,Medio,Bajo,4.Activos,Tradicional
18761,459930,MediumUsage,2.21695,13.0,25,S/D,S/D,,
18780,94005,MinimalUsage,1.2899999999999998,5.6667,14,Alto,Bajo,1.Inactivos,Tradicional
18788,141791,HighUsage,6.69346,4.4706,46,Alto,Medio,4.Activos,Kioscos/Maxikioscos
18794,186904,MediumUsage,6.06602,4.625,11,Medio,Medio,1.Inactivos,Tradicional
18798,303290,HighUsage,36.56126,3.675,39,Medio,S/D,5.Select,Tradicional
18803,33879,MediumUsage,32.76488,2.6429,18,Medio,Medio,1.Inactivos,Tradicional
18813,369906,MinimalUsage,39.15362,11.6667,35,Medio,Medio,4.Activos,COMIDA
18817,372201,MediumUsage,6.4887,10.1667,30,Alto,Bajo,1.Inactivos,Tradicional
18826,392338,MinimalUsage,1.3343999999999998,4.5,11,Alto,Medio,1.Inactivos,Tradicional
18830,39594,MinimalUsage,4.455,8.0,21,Medio,Medio,1.Inactivos,COMIDA
18849,415925,HighUsage,13.601260000000002,2.85,42,Alto,Medio,4.Activos,Tradicional
18854,417859,MediumUsage,0.3532399999999999,7.0,10,Medio,S/D,1.Inactivos,Tradicional
18857,419999,MediumUsage,7.35098,3.0,15,Medio,Bajo,4.Activos,Tradicional
18861,423118,HighUsage,5.6011,5.1111,21,Alto,Bajo,2.Masivos,Tradicional
18884,434903,PowerUsage,375.00572,2.7456,25,Medio,Bajo,3.Potenciales,Tradicional
18887,436925,HighUsage,20.564680000000003,4.7647,55,Medio,Medio,4.Activos,Autoservicio
18903,448618,PowerUsage,0.95016,8.0,14,Alto,Medio,4.Activos,Tradicional
18909,452909,HighUsage,2.4674,3.7727,12,Medio,S/D,2.Masivos,Tradicional
18912,453219,PowerUsage,0.778,3.9,11,Medio,S/D,4.Activos,Tradicional
18913,453250,MediumUsage,1.0719,3.0,8,Alto,S/D,1.Inactivos,Tradicional
18915,453966,MediumUsage,74.9526,3.5,8,Medio,S/D,2.Masivos,Mayorista
18917,454662,MediumUsage,0.73488,6.0,6,S/D,S/D,2.Masivos,OTROS REF
18919,455183,HighUsage,29.28238,9.55,64,Alto,Medio,4.Activos,COMIDA
18924,457335,MediumUsage,9.74398,9.3333,25,Medio,Bajo,2.Masivos,Tradicional
18931,459415,MediumUsage,2.51758,33.0,33,S/D,S/D,2.Masivos,Tradicional
18932,459556,HighUsage,0.5260799999999999,4.75,7,S/D,S/D,2.Masivos,Kioscos/Maxikioscos
18964,185327,PowerUsage,16.94482,3.6667,43,Medio,Medio,4.Activos,Tradicional
18965,185740,HighUsage,2.4900200000000003,4.625,15,Medio,S/D,4.Activos,Tradicional
18967,27347,MediumUsage,5.27872,5.125,24,Alto,Bajo,1.Inactivos,Kioscos/Maxikioscos
18971,315988,PowerUsage,3.14662,3.4444,16,Medio,Medio,4.Activos,Kioscos/Maxikioscos
18984,359572,MediumUsage,5.5146,4.1429,14,Alto,Medio,3.Potenciales,ENTRETENIMIENTO
19011,396248,MinimalUsage,2.8144,3.5,9,Alto,Medio,2.Masivos,COMIDA
19032,424135,MediumUsage,11.1047,6.4286,31,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
19052,435123,MediumUsage,3.805260000000001,7.8,16,Alto,Medio,2.Masivos,COMIDA
19055,438290,PowerUsage,9.37076,5.6923,34,Alto,S/D,4.Activos,Tradicional
19062,442038,PowerUsage,5.62922,4.65,25,Medio,Medio,4.Activos,Tradicional
19070,445895,MediumUsage,1.4341,3.4,11,Medio,Medio,1.Inactivos,Tradicional
19090,456363,MediumUsage,24.27026,9.0,25,S/D,S/D,3.Potenciales,COMIDA
19095,457108,PowerUsage,17.310100000000002,7.6957,56,Medio,Bajo,5.Select,Tradicional
19099,457818,PowerUsage,12.3588,11.1,51,Alto,Medio,5.Select,COMIDA
19101,457986,MediumUsage,6.939,3.0,5,Medio,S/D,2.Masivos,ENTRETENIMIENTO
19133,160778,MinimalUsage,1.85616,3.7143,13,Medio,Bajo,4.Activos,Tradicional
19134,165127,PowerUsage,9.98192,5.4444,22,Medio,Bajo,4.Activos,Tradicional
19142,185535,MinimalUsage,0.4084799999999999,4.5,6,Medio,Medio,2.Masivos,COMIDA
19153,320124,PowerUsage,8.020620000000001,2.0455,11,Bajo,Bajo,4.Activos,Tradicional
19154,320690,HighUsage,2.92382,4.0714,18,Medio,S/D,4.Activos,Tradicional
19166,367908,PowerUsage,12.16772,9.8,44,Medio,Medio,4.Activos,Tradicional
19188,399817,HighUsage,11.9094,4.2083,21,Alto,Medio,4.Activos,COMIDA
19190,404466,HighUsage,59.36216,3.9074,59,Alto,Medio,4.Activos,Autoservicio
19192,406174,MediumUsage,1.83348,7.0,22,Medio,Medio,4.Activos,Kioscos/Maxikioscos
19204,419971,PowerUsage,6.037960000000001,7.35,41,Alto,Medio,4.Activos,Tradicional
19207,421133,MediumUsage,6.014659999999999,6.3571,19,Medio,Medio,4.Activos,BEBIDA
19208,421483,MediumUsage,0.53572,7.0,7,Medio,Medio,1.Inactivos,Tradicional
19223,430865,MinimalUsage,0.603,4.75,6,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
